船舶编号,港口五位码,船舶载重吨(DWT),港口最大靠泊能力(DWT),是否可停靠
9884123,USNYC,138000,450000,是
9884123,CNNGB,138000,500000,是
9884123,SGSIN,138000,650000,是
9884123,DEHAM,138000,350000,是
9884123,AUMEL,138000,300000,是
9884123,FRLHR,138000,350000,是
9884123,CNTAO,138000,500000,是
9884123,ITGOA,138000,400000,是
9884123,USLGB,138000,450000,是
9884123,JPUKB,138000,350000,是
9884123,CNXMN,138000,400000,是
9884123,AUBNE,138000,300000,是
9884123,CNFOC,138000,350000,是
9884123,USSEA,138000,300000,是
9884123,CNQHD,138000,400000,是
9884123,CNDLC,138000,500000,是
9884123,CNLYG,138000,350000,是
9884123,CNBHY,138000,300000,是
9884123,CNZOS,138000,400000,是
9884123,CNTSN,138000,500000,是
9884123,CNHUI,138000,350000,是
9884123,CNZHA,138000,300000,是
9884123,CNZUH,138000,400000,是
9884123,CNJYG,138000,350000,是
9884123,CNMMI,138000,300000,是
9884123,CNCHA,138000,400000,是
9884123,CNSTG,138000,350000,是
9884123,CNYJI,138000,300000,是
9884123,CNQYI,138000,400000,是
9884123,CNSHA,138000,350000,是
9884123,CNMEZ,138000,300000,是
9884123,CNHEY,138000,400000,是
9884123,CNSWE,138000,350000,是
9884123,CNLZB,138000,500000,是
9884123,CNGZP,138000,550000,是
9884123,KRINC,138000,400000,是
9884123,KRBUS,138000,500000,是
9884123,MYTPP,138000,450000,是
9884123,THLCH,138000,400000,是
9884123,VNSGN,138000,350000,是
9884123,IDJKT,138000,400000,是
9884123,PHMNL,138000,350000,是
9884123,INMUM,138000,450000,是
9884123,INCHN,138000,300000,是
9884123,AEJEA,138000,500000,是
9884123,ESBCN,138000,350000,是
9884123,GBFXT,138000,400000,是
9884123,BEANR,138000,500000,是
9884123,FRMRS,138000,350000,是
9884123,ITNAP,138000,300000,是
9884123,USORF,138000,350000,是
9884123,USHOU,138000,500000,是
9884123,CAVAN,138000,350000,是
9884123,MXVER,138000,300000,是
9884123,BRSSZ,138000,400000,是
9884123,CLVAP,138000,350000,是
9884123,ZADUR,138000,400000,是
9798563,CNSHA,153000,500000,是
9798563,HKHKG,153000,400000,是
9798563,JPYOK,153000,350000,是
9798563,NLRTM,153000,600000,是
9798563,USNYC,153000,450000,是
9798563,CNNGB,153000,500000,是
9798563,SGSIN,153000,650000,是
9798563,DEHAM,153000,350000,是
9798563,AUMEL,153000,300000,是
9798563,FRLHR,153000,350000,是
9798563,CNTAO,153000,500000,是
9798563,ITGOA,153000,400000,是
9798563,USLGB,153000,450000,是
9798563,JPUKB,153000,350000,是
9798563,CNXMN,153000,400000,是
9798563,AUBNE,153000,300000,是
9798563,CNFOC,153000,350000,是
9798563,USSEA,153000,300000,是
9798563,CNQHD,153000,400000,是
9798563,CNDLC,153000,500000,是
9798563,CNLYG,153000,350000,是
9798563,CNBHY,153000,300000,是
9798563,CNZOS,153000,400000,是
9798563,CNTSN,153000,500000,是
9798563,CNHUI,153000,350000,是
9798563,CNZHA,153000,300000,是
9798563,CNZUH,153000,400000,是
9798563,CNJYG,153000,350000,是
9798563,CNMMI,153000,300000,是
9798563,CNCHA,153000,400000,是
9798563,CNSTG,153000,350000,是
9798563,CNYJI,153000,300000,是
9798563,CNQYI,153000,400000,是
9798563,CNSHA,153000,350000,是
9798563,CNMEZ,153000,300000,是
9798563,CNHEY,153000,400000,是
9798563,CNSWE,153000,350000,是
9798563,CNLZB,153000,500000,是
9798563,CNGZP,153000,550000,是
9798563,KRINC,153000,400000,是
9798563,KRBUS,153000,500000,是
9798563,MYTPP,153000,450000,是
9798563,THLCH,153000,400000,是
9798563,VNSGN,153000,350000,是
9798563,IDJKT,153000,400000,是
9798563,PHMNL,153000,350000,是
9798563,INMUM,153000,450000,是
9798563,INCHN,153000,300000,是
9798563,AEJEA,153000,500000,是
9798563,ESBCN,153000,350000,是
9798563,GBFXT,153000,400000,是
9798563,BEANR,153000,500000,是
9798563,FRMRS,153000,350000,是
9798563,ITNAP,153000,300000,是
9798563,USORF,153000,350000,是
9798563,USHOU,153000,500000,是
9798563,CAVAN,153000,350000,是
9798563,MXVER,153000,300000,是
9798563,BRSSZ,153000,400000,是
9798563,CLVAP,153000,350000,是
9798563,ZADUR,153000,400000,是
9816547,CNSHA,292000,500000,是
9816547,HKHKG,292000,400000,是
9816547,JPYOK,292000,350000,是
9816547,NLRTM,292000,600000,是
9816547,USNYC,292000,450000,是
9816547,CNNGB,292000,500000,是
9816547,SGSIN,292000,650000,是
9816547,DEHAM,292000,350000,是
9816547,AUMEL,292000,300000,是
9816547,FRLHR,292000,350000,是
9816547,CNTAO,292000,500000,是
9816547,ITGOA,292000,400000,是
9816547,USLGB,292000,450000,是
9816547,JPUKB,292000,350000,是
9816547,CNXMN,292000,400000,是
9816547,AUBNE,292000,300000,是
9816547,CNFOC,292000,350000,是
9816547,USSEA,292000,300000,是
9816547,CNQHD,292000,400000,是
9816547,CNDLC,292000,500000,是
9816547,CNLYG,292000,350000,是
9816547,CNBHY,292000,300000,是
9816547,CNZOS,292000,400000,是
9816547,CNTSN,292000,500000,是
9816547,CNHUI,292000,350000,是
9816547,CNZHA,292000,300000,是
9816547,CNZUH,292000,400000,是
9816547,CNJYG,292000,350000,是
9816547,CNMMI,292000,300000,是
9816547,CNCHA,292000,400000,是
9816547,CNSTG,292000,350000,是
9816547,CNYJI,292000,300000,是
9816547,CNQYI,292000,400000,是
9816547,CNSHA,292000,350000,是
9816547,CNMEZ,292000,300000,是
9816547,CNHEY,292000,400000,是
9816547,CNSWE,292000,350000,是
9816547,CNLZB,292000,500000,是
9816547,CNGZP,292000,550000,是
9816547,KRINC,292000,400000,是
9816547,KRBUS,292000,500000,是
9816547,MYTPP,292000,450000,是
9816547,THLCH,292000,400000,是
9816547,VNSGN,292000,350000,是
9816547,IDJKT,292000,400000,是
9816547,PHMNL,292000,350000,是
9816547,INMUM,292000,450000,是
9816547,INCHN,292000,300000,是
9816547,AEJEA,292000,500000,是
9816547,ESBCN,292000,350000,是
9816547,GBFXT,292000,400000,是
9816547,BEANR,292000,500000,是
9816547,FRMRS,292000,350000,是
9816547,ITNAP,292000,300000,是
9816547,USORF,292000,350000,是
9816547,USHOU,292000,500000,是
9816547,CAVAN,292000,350000,是
9816547,MXVER,292000,300000,是
9816547,BRSSZ,292000,400000,是
9816547,CLVAP,292000,350000,是
9816547,ZADUR,292000,400000,是
9733214,CNSHA,162000,500000,是
9733214,HKHKG,162000,400000,是
9733214,JPYOK,162000,350000,是
9733214,NLRTM,162000,600000,是
9733214,USNYC,162000,450000,是
9733214,CNNGB,162000,500000,是
9733214,SGSIN,162000,650000,是
9733214,DEHAM,162000,350000,是
9733214,AUMEL,162000,300000,是
9733214,FRLHR,162000,350000,是
9733214,CNTAO,162000,500000,是
9733214,ITGOA,162000,400000,是
9733214,USLGB,162000,450000,是
9733214,JPUKB,162000,350000,是
9733214,CNXMN,162000,400000,是
9733214,AUBNE,162000,300000,是
9733214,CNFOC,162000,350000,是
9733214,USSEA,162000,300000,是
9733214,CNQHD,162000,400000,是
9733214,CNDLC,162000,500000,是
9733214,CNLYG,162000,350000,是
9733214,CNBHY,162000,300000,是
9733214,CNZOS,162000,400000,是
9733214,CNTSN,162000,500000,是
9733214,CNHUI,162000,350000,是
9733214,CNZHA,162000,300000,是
9733214,CNZUH,162000,400000,是
9733214,CNJYG,162000,350000,是
9733214,CNMMI,162000,300000,是
9733214,CNCHA,162000,400000,是
9733214,CNSTG,162000,350000,是
9733214,CNYJI,162000,300000,是
9733214,CNQYI,162000,400000,是
9733214,CNSHA,162000,350000,是
9733214,CNMEZ,162000,300000,是
9733214,CNHEY,162000,400000,是
9733214,CNSWE,162000,350000,是
9733214,CNLZB,162000,500000,是
9733214,CNGZP,162000,550000,是
9733214,KRINC,162000,400000,是
9733214,KRBUS,162000,500000,是
9733214,MYTPP,162000,450000,是
9733214,THLCH,162000,400000,是
9733214,VNSGN,162000,350000,是
9733214,IDJKT,162000,400000,是
9733214,PHMNL,162000,350000,是
9733214,INMUM,162000,450000,是
9733214,INCHN,162000,300000,是
9733214,AEJEA,162000,500000,是
9733214,ESBCN,162000,350000,是
9733214,GBFXT,162000,400000,是
9733214,BEANR,162000,500000,是
9733214,FRMRS,162000,350000,是
9733214,ITNAP,162000,300000,是
9733214,USORF,162000,350000,是
9733214,USHOU,162000,500000,是
9733214,CAVAN,162000,350000,是
9733214,MXVER,162000,300000,是
9733214,BRSSZ,162000,400000,是
9733214,CLVAP,162000,350000,是
9733214,ZADUR,162000,400000,是
9873214,CNSHA,112000,500000,是
9873214,HKHKG,112000,400000,是
9873214,JPYOK,112000,350000,是
9873214,NLRTM,112000,600000,是
9873214,USNYC,112000,450000,是
9873214,CNNGB,112000,500000,是
9873214,SGSIN,112000,650000,是
9873214,DEHAM,112000,350000,是
9873214,AUMEL,112000,300000,是
9873214,FRLHR,112000,350000,是
9873214,CNTAO,112000,500000,是
9873214,ITGOA,112000,400000,是
9873214,USLGB,112000,450000,是
9873214,JPUKB,112000,350000,是
9873214,CNXMN,112000,400000,是
9873214,AUBNE,112000,300000,是
9873214,CNFOC,112000,350000,是
9873214,USSEA,112000,300000,是
9873214,CNQHD,112000,400000,是
9873214,CNDLC,112000,500000,是
9873214,CNLYG,112000,350000,是
9873214,CNBHY,112000,300000,是
9873214,CNZOS,112000,400000,是
9873214,CNTSN,112000,500000,是
9873214,CNHUI,112000,350000,是
9873214,CNZHA,112000,300000,是
9873214,CNZUH,112000,400000,是
9873214,CNJYG,112000,350000,是
9873214,CNMMI,112000,300000,是
9873214,CNCHA,112000,400000,是
9873214,CNSTG,112000,350000,是
9873214,CNYJI,112000,300000,是
9873214,CNQYI,112000,400000,是
9873214,CNSHA,112000,350000,是
9873214,CNMEZ,112000,300000,是
9873214,CNHEY,112000,400000,是
9873214,CNSWE,112000,350000,是
9873214,CNLZB,112000,500000,是
9873214,CNGZP,112000,550000,是
9873214,KRINC,112000,400000,是
9873214,KRBUS,112000,500000,是
9873214,MYTPP,112000,450000,是
9873214,THLCH,112000,400000,是
9873214,VNSGN,112000,350000,是
9873214,IDJKT,112000,400000,是
9873214,PHMNL,112000,350000,是
9873214,INMUM,112000,450000,是
9873214,INCHN,112000,300000,是
9873214,AEJEA,112000,500000,是
9873214,ESBCN,112000,350000,是
9873214,GBFXT,112000,400000,是
9873214,BEANR,112000,500000,是
9873214,FRMRS,112000,350000,是
9873214,ITNAP,112000,300000,是
9873214,USORF,112000,350000,是
9873214,USHOU,112000,500000,是
9873214,CAVAN,112000,350000,是
9873214,MXVER,112000,300000,是
9873214,BRSSZ,112000,400000,是
9873214,CLVAP,112000,350000,是
9873214,ZADUR,112000,400000,是
9764125,CNSHA,158000,500000,是
9764125,HKHKG,158000,400000,是
9764125,JPYOK,158000,350000,是
9764125,NLRTM,158000,600000,是
9764125,USNYC,158000,450000,是
9764125,CNNGB,158000,500000,是
9764125,SGSIN,158000,650000,是
9764125,DEHAM,158000,350000,是
9764125,AUMEL,158000,300000,是
9764125,FRLHR,158000,350000,是
9764125,CNTAO,158000,500000,是
9764125,ITGOA,158000,400000,是
9764125,USLGB,158000,450000,是
9764125,JPUKB,158000,350000,是
9764125,CNXMN,158000,400000,是
9764125,AUBNE,158000,300000,是
9764125,CNFOC,158000,350000,是
9764125,USSEA,158000,300000,是
9764125,CNQHD,158000,400000,是
9764125,CNDLC,158000,500000,是
9764125,CNLYG,158000,350000,是
9764125,CNBHY,158000,300000,是
9764125,CNZOS,158000,400000,是
9764125,CNTSN,158000,500000,是
9764125,CNHUI,158000,350000,是
9764125,CNZHA,158000,300000,是
9764125,CNZUH,158000,400000,是
9764125,CNJYG,158000,350000,是
9764125,CNMMI,158000,300000,是
9764125,CNCHA,158000,400000,是
9764125,CNSTG,158000,350000,是
9764125,CNYJI,158000,300000,是
9764125,CNQYI,158000,400000,是
9764125,CNSHA,158000,350000,是
9764125,CNMEZ,158000,300000,是
9764125,CNHEY,158000,400000,是
9764125,CNSWE,158000,350000,是
9764125,CNLZB,158000,500000,是
9764125,CNGZP,158000,550000,是
9764125,KRINC,158000,400000,是
9764125,KRBUS,158000,500000,是
9764125,MYTPP,158000,450000,是
9764125,THLCH,158000,400000,是
9764125,VNSGN,158000,350000,是
9764125,IDJKT,158000,400000,是
9764125,PHMNL,158000,350000,是
9764125,INMUM,158000,450000,是
9764125,INCHN,158000,300000,是
9764125,AEJEA,158000,500000,是
9764125,ESBCN,158000,350000,是
9764125,GBFXT,158000,400000,是
9764125,BEANR,158000,500000,是
9764125,FRMRS,158000,350000,是
9764125,ITNAP,158000,300000,是
9764125,USORF,158000,350000,是
9764125,USHOU,158000,500000,是
9764125,CAVAN,158000,350000,是
9764125,MXVER,158000,300000,是
9764125,BRSSZ,158000,400000,是
9764125,CLVAP,158000,350000,是
9764125,ZADUR,158000,400000,是
9847563,CNSHA,320000,500000,是
9847563,HKHKG,320000,400000,是
9847563,JPYOK,320000,350000,是
9847563,NLRTM,320000,600000,是
9847563,USNYC,320000,450000,是
9847563,CNNGB,320000,500000,是
9847563,SGSIN,320000,650000,是
9847563,DEHAM,320000,350000,是
9847563,AUMEL,320000,300000,否
9847563,FRLHR,320000,350000,是
9847563,CNTAO,320000,500000,是
9847563,ITGOA,320000,400000,是
9847563,USLGB,320000,450000,是
9847563,JPUKB,320000,350000,是
9847563,CNXMN,320000,400000,是
9847563,AUBNE,320000,300000,否
9847563,CNFOC,320000,350000,是
9847563,USSEA,320000,300000,否
9847563,CNQHD,320000,400000,是
9847563,CNDLC,320000,500000,是
9847563,CNLYG,320000,350000,是
9847563,CNBHY,320000,300000,否
9847563,CNZOS,320000,400000,是
9847563,CNTSN,320000,500000,是
9847563,CNHUI,320000,350000,是
9847563,CNZHA,320000,300000,否
9847563,CNZUH,320000,400000,是
9847563,CNJYG,320000,350000,是
9847563,CNMMI,320000,300000,否
9847563,CNCHA,320000,400000,是
9847563,CNSTG,320000,350000,是
9847563,CNYJI,320000,300000,否
9847563,CNQYI,320000,400000,是
9847563,CNSHA,320000,350000,是
9847563,CNMEZ,320000,300000,否
9847563,CNHEY,320000,400000,是
9847563,CNSWE,320000,350000,是
9847563,CNLZB,320000,500000,是
9847563,CNGZP,320000,550000,是
9847563,KRINC,320000,400000,是
9847563,KRBUS,320000,500000,是
9847563,MYTPP,320000,450000,是
9847563,THLCH,320000,400000,是
9847563,VNSGN,320000,350000,是
9847563,IDJKT,320000,400000,是
9847563,PHMNL,320000,350000,是
9847563,INMUM,320000,450000,是
9847563,INCHN,320000,300000,否
9847563,AEJEA,320000,500000,是
9847563,ESBCN,320000,350000,是
9847563,GBFXT,320000,400000,是
9847563,BEANR,320000,500000,是
9847563,FRMRS,320000,350000,是
9847563,ITNAP,320000,300000,否
9847563,USORF,320000,350000,是
9847563,USHOU,320000,500000,是
9847563,CAVAN,320000,350000,是
9847563,MXVER,320000,300000,否
9847563,BRSSZ,320000,400000,是
9847563,CLVAP,320000,350000,是
9847563,ZADUR,320000,400000,是
9786321,CNSHA,188000,500000,是
9786321,HKHKG,188000,400000,是
9786321,JPYOK,188000,350000,是
9786321,NLRTM,188000,600000,是
9786321,USNYC,188000,450000,是
9786321,CNNGB,188000,500000,是
9786321,SGSIN,188000,650000,是
9786321,DEHAM,188000,350000,是
9786321,AUMEL,188000,300000,是
9786321,FRLHR,188000,350000,是
9786321,CNTAO,188000,500000,是
9786321,ITGOA,188000,400000,是
9786321,USLGB,188000,450000,是
9786321,JPUKB,188000,350000,是
9786321,CNXMN,188000,400000,是
9786321,AUBNE,188000,300000,是
9786321,CNFOC,188000,350000,是
9786321,USSEA,188000,300000,是
9786321,CNQHD,188000,400000,是
9786321,CNDLC,188000,500000,是
9786321,CNLYG,188000,350000,是
9786321,CNBHY,188000,300000,是
9786321,CNZOS,188000,400000,是
9786321,CNTSN,188000,500000,是
9786321,CNHUI,188000,350000,是
9786321,CNZHA,188000,300000,是
9786321,CNZUH,188000,400000,是
9786321,CNJYG,188000,350000,是
9786321,CNMMI,188000,300000,是
9786321,CNCHA,188000,400000,是
9786321,CNSTG,188000,350000,是
9786321,CNYJI,188000,300000,是
9786321,CNQYI,188000,400000,是
9786321,CNSHA,188000,350000,是
9786321,CNMEZ,188000,300000,是
9786321,CNHEY,188000,400000,是
9786321,CNSWE,188000,350000,是
9786321,CNLZB,188000,500000,是
9786321,CNGZP,188000,550000,是
9786321,KRINC,188000,400000,是
9786321,KRBUS,188000,500000,是
9786321,MYTPP,188000,450000,是
9786321,THLCH,188000,400000,是
9786321,VNSGN,188000,350000,是
9786321,IDJKT,188000,400000,是
9786321,PHMNL,188000,350000,是
9786321,INMUM,188000,450000,是
9786321,INCHN,188000,300000,是
9786321,AEJEA,188000,500000,是
9786321,ESBCN,188000,350000,是
9786321,GBFXT,188000,400000,是
9786321,BEANR,188000,500000,是
9786321,FRMRS,188000,350000,是
9786321,ITNAP,188000,300000,是
9786321,USORF,188000,350000,是
9786321,USHOU,188000,500000,是
9786321,CAVAN,188000,350000,是
9786321,MXVER,188000,300000,是
9786321,BRSSZ,188000,400000,是
9786321,CLVAP,188000,350000,是
9786321,ZADUR,188000,400000,是
9896541,CNSHA,147000,500000,是
9896541,HKHKG,147000,400000,是
9896541,JPYOK,147000,350000,是
9896541,NLRTM,147000,600000,是
9896541,USNYC,147000,450000,是
9896541,CNNGB,147000,500000,是
9896541,SGSIN,147000,650000,是
9896541,DEHAM,147000,350000,是
9896541,AUMEL,147000,300000,是
9896541,FRLHR,147000,350000,是
9896541,CNTAO,147000,500000,是
9896541,ITGOA,147000,400000,是
9896541,USLGB,147000,450000,是
9896541,JPUKB,147000,350000,是
9896541,CNXMN,147000,400000,是
9896541,AUBNE,147000,300000,是
9896541,CNFOC,147000,350000,是
9896541,USSEA,147000,300000,是
9896541,CNQHD,147000,400000,是
9896541,CNDLC,147000,500000,是
9896541,CNLYG,147000,350000,是
9896541,CNBHY,147000,300000,是
9896541,CNZOS,147000,400000,是
9896541,CNTSN,147000,500000,是
9896541,CNHUI,147000,350000,是
9896541,CNZHA,147000,300000,是
9896541,CNZUH,147000,400000,是
9896541,CNJYG,147000,350000,是
9896541,CNMMI,147000,300000,是
9896541,CNCHA,147000,400000,是
9896541,CNSTG,147000,350000,是
9896541,CNYJI,147000,300000,是
9896541,CNQYI,147000,400000,是
9896541,CNSHA,147000,350000,是
9896541,CNMEZ,147000,300000,是
9896541,CNHEY,147000,400000,是
9896541,CNSWE,147000,350000,是
9896541,CNLZB,147000,500000,是
9896541,CNGZP,147000,550000,是
9896541,KRINC,147000,400000,是
9896541,KRBUS,147000,500000,是
9896541,MYTPP,147000,450000,是
9896541,THLCH,147000,400000,是
9896541,VNSGN,147000,350000,是
9896541,IDJKT,147000,400000,是
9896541,PHMNL,147000,350000,是
9896541,INMUM,147000,450000,是
9896541,INCHN,147000,300000,是
9896541,AEJEA,147000,500000,是
9896541,ESBCN,147000,350000,是
9896541,GBFXT,147000,400000,是
9896541,BEANR,147000,500000,是
9896541,FRMRS,147000,350000,是
9896541,ITNAP,147000,300000,是
9896541,USORF,147000,350000,是
9896541,USHOU,147000,500000,是
9896541,CAVAN,147000,350000,是
9896541,MXVER,147000,300000,是
9896541,BRSSZ,147000,400000,是
9896541,CLVAP,147000,350000,是
9896541,ZADUR,147000,400000,是
9751236,CNSHA,172000,500000,是
9751236,HKHKG,172000,400000,是
9751236,JPYOK,172000,350000,是
9751236,NLRTM,172000,600000,是
9751236,USNYC,172000,450000,是
9751236,CNNGB,172000,500000,是
9751236,SGSIN,172000,650000,是
9751236,DEHAM,172000,350000,是
9751236,AUMEL,172000,300000,是
9751236,FRLHR,172000,350000,是
9751236,CNTAO,172000,500000,是
9751236,ITGOA,172000,400000,是
9751236,USLGB,172000,450000,是
9751236,JPUKB,172000,350000,是
9751236,CNXMN,172000,400000,是
9751236,AUBNE,172000,300000,是
9751236,CNFOC,172000,350000,是
9751236,USSEA,172000,300000,是
9751236,CNQHD,172000,400000,是
9751236,CNDLC,172000,500000,是
9751236,CNLYG,172000,350000,是
9751236,CNBHY,172000,300000,是
9751236,CNZOS,172000,400000,是
9751236,CNTSN,172000,500000,是
9751236,CNHUI,172000,350000,是
9751236,CNZHA,172000,300000,是
9751236,CNZUH,172000,400000,是
9751236,CNJYG,172000,350000,是
9751236,CNMMI,172000,300000,是
9751236,CNCHA,172000,400000,是
9751236,CNSTG,172000,350000,是
9751236,CNYJI,172000,300000,是
9751236,CNQYI,172000,400000,是
9751236,CNSHA,172000,350000,是
9751236,CNMEZ,172000,300000,是
9751236,CNHEY,172000,400000,是
9751236,CNSWE,172000,350000,是
9751236,CNLZB,172000,500000,是
9751236,CNGZP,172000,550000,是
9751236,KRINC,172000,400000,是
9751236,KRBUS,172000,500000,是
9751236,MYTPP,172000,450000,是
9751236,THLCH,172000,400000,是
9751236,VNSGN,172000,350000,是
9751236,IDJKT,172000,400000,是
9751236,PHMNL,172000,350000,是
9751236,INMUM,172000,450000,是
9751236,INCHN,172000,300000,是
9751236,AEJEA,172000,500000,是
9751236,ESBCN,172000,350000,是
9751236,GBFXT,172000,400000,是
9751236,BEANR,172000,500000,是
9751236,FRMRS,172000,350000,是
9751236,ITNAP,172000,300000,是
9751236,USORF,172000,350000,是
9751236,USHOU,172000,500000,是
9751236,CAVAN,172000,350000,是
9751236,MXVER,172000,300000,是
9751236,BRSSZ,172000,400000,是
9751236,CLVAP,172000,350000,是
9751236,ZADUR,172000,400000,是
9824789,CNSHA,278000,500000,是
9824789,HKHKG,278000,400000,是
9824789,JPYOK,278000,350000,是
9824789,NLRTM,278000,600000,是
9824789,USNYC,278000,450000,是
9824789,CNNGB,278000,500000,是
9824789,SGSIN,278000,650000,是
9824789,DEHAM,278000,350000,是
9824789,AUMEL,278000,300000,是
9824789,FRLHR,278000,350000,是
9824789,CNTAO,278000,500000,是
9824789,ITGOA,278000,400000,是
9824789,USLGB,278000,450000,是
9824789,JPUKB,278000,350000,是
9824789,CNXMN,278000,400000,是
9824789,AUBNE,278000,300000,是
9824789,CNFOC,278000,350000,是
9824789,USSEA,278000,300000,是
9824789,CNQHD,278000,400000,是
9824789,CNDLC,278000,500000,是
9824789,CNLYG,278000,350000,是
9824789,CNBHY,278000,300000,是
9824789,CNZOS,278000,400000,是
9824789,CNTSN,278000,500000,是
9824789,CNHUI,278000,350000,是
9824789,CNZHA,278000,300000,是
9824789,CNZUH,278000,400000,是
9824789,CNJYG,278000,350000,是
9824789,CNMMI,278000,300000,是
9824789,CNCHA,278000,400000,是
9824789,CNSTG,278000,350000,是
9824789,CNYJI,278000,300000,是
9824789,CNQYI,278000,400000,是
9824789,CNSHA,278000,350000,是
9824789,CNMEZ,278000,300000,是
9824789,CNHEY,278000,400000,是
9824789,CNSWE,278000,350000,是
9824789,CNLZB,278000,500000,是
9824789,CNGZP,278000,550000,是
9824789,KRINC,278000,400000,是
9824789,KRBUS,278000,500000,是
9824789,MYTPP,278000,450000,是
9824789,THLCH,278000,400000,是
9824789,VNSGN,278000,350000,是
9824789,IDJKT,278000,400000,是
9824789,PHMNL,278000,350000,是
9824789,INMUM,278000,450000,是
9824789,INCHN,278000,300000,是
9824789,AEJEA,278000,500000,是
9824789,ESBCN,278000,350000,是
9824789,GBFXT,278000,400000,是
9824789,BEANR,278000,500000,是
9824789,FRMRS,278000,350000,是
9824789,ITNAP,278000,300000,是
9824789,USORF,278000,350000,是
9824789,USHOU,278000,500000,是
9824789,CAVAN,278000,350000,是
9824789,MXVER,278000,300000,是
9824789,BRSSZ,278000,400000,是
9824789,CLVAP,278000,350000,是
9824789,ZADUR,278000,400000,是
9717896,CNSHA,165000,500000,是
9717896,HKHKG,165000,400000,是
9717896,JPYOK,165000,350000,是
9717896,NLRTM,165000,600000,是
9717896,USNYC,165000,450000,是
9717896,CNNGB,165000,500000,是
9717896,SGSIN,165000,650000,是
9717896,DEHAM,165000,350000,是
9717896,AUMEL,165000,300000,是
9717896,FRLHR,165000,350000,是
9717896,CNTAO,165000,500000,是
9717896,ITGOA,165000,400000,是
9717896,USLGB,165000,450000,是
9717896,JPUKB,165000,350000,是
9717896,CNXMN,165000,400000,是
9717896,AUBNE,165000,300000,是
9717896,CNFOC,165000,350000,是
9717896,USSEA,165000,300000,是
9717896,CNQHD,165000,400000,是
9717896,CNDLC,165000,500000,是
9717896,CNLYG,165000,350000,是
9717896,CNBHY,165000,300000,是
9717896,CNZOS,165000,400000,是
9717896,CNTSN,165000,500000,是
9717896,CNHUI,165000,350000,是
9717896,CNZHA,165000,300000,是
9717896,CNZUH,165000,400000,是
9717896,CNJYG,165000,350000,是
9717896,CNMMI,165000,300000,是
9717896,CNCHA,165000,400000,是
9717896,CNSTG,165000,350000,是
9717896,CNYJI,165000,300000,是
9717896,CNQYI,165000,400000,是
9717896,CNSHA,165000,350000,是
9717896,CNMEZ,165000,300000,是
9717896,CNHEY,165000,400000,是
9717896,CNSWE,165000,350000,是
9717896,CNLZB,165000,500000,是
9717896,CNGZP,165000,550000,是
9717896,KRINC,165000,400000,是
9717896,KRBUS,165000,500000,是
9717896,MYTPP,165000,450000,是
9717896,THLCH,165000,400000,是
9717896,VNSGN,165000,350000,是
9717896,IDJKT,165000,400000,是
9717896,PHMNL,165000,350000,是
9717896,INMUM,165000,450000,是
9717896,INCHN,165000,300000,是
9717896,AEJEA,165000,500000,是
9717896,ESBCN,165000,350000,是
9717896,GBFXT,165000,400000,是
9717896,BEANR,165000,500000,是
9717896,FRMRS,165000,350000,是
9717896,ITNAP,165000,300000,是
9717896,USORF,165000,350000,是
9717896,USHOU,165000,500000,是
9717896,CAVAN,165000,350000,是
9717896,MXVER,165000,300000,是
9717896,BRSSZ,165000,400000,是
9717896,CLVAP,165000,350000,是
9717896,ZADUR,165000,400000,是
9889654,CNSHA,102000,500000,是
9889654,HKHKG,102000,400000,是
9889654,JPYOK,102000,350000,是
9889654,NLRTM,102000,600000,是
9889654,USNYC,102000,450000,是
9889654,CNNGB,102000,500000,是
9889654,SGSIN,102000,650000,是
9889654,DEHAM,102000,350000,是
9889654,AUMEL,102000,300000,是
9889654,FRLHR,102000,350000,是
9889654,CNTAO,102000,500000,是
9889654,ITGOA,102000,400000,是
9889654,USLGB,102000,450000,是
9889654,JPUKB,102000,350000,是
9889654,CNXMN,102000,400000,是
9889654,AUBNE,102000,300000,是
9889654,CNFOC,102000,350000,是
9889654,USSEA,102000,300000,是
9889654,CNQHD,102000,400000,是
9889654,CNDLC,102000,500000,是
9889654,CNLYG,102000,350000,是
9889654,CNBHY,102000,300000,是
9889654,CNZOS,102000,400000,是
9889654,CNTSN,102000,500000,是
9889654,CNHUI,102000,350000,是
9889654,CNZHA,102000,300000,是
9889654,CNZUH,102000,400000,是
9889654,CNJYG,102000,350000,是
9889654,CNMMI,102000,300000,是
9889654,CNCHA,102000,400000,是
9889654,CNSTG,102000,350000,是
9889654,CNYJI,102000,300000,是
9889654,CNQYI,102000,400000,是
9889654,CNSHA,102000,350000,是
9889654,CNMEZ,102000,300000,是
9889654,CNHEY,102000,400000,是
9889654,CNSWE,102000,350000,是
9889654,CNLZB,102000,500000,是
9889654,CNGZP,102000,550000,是
9889654,KRINC,102000,400000,是
9889654,KRBUS,102000,500000,是
9889654,MYTPP,102000,450000,是
9889654,THLCH,102000,400000,是
9889654,VNSGN,102000,350000,是
9889654,IDJKT,102000,400000,是
9889654,PHMNL,102000,350000,是
9889654,INMUM,102000,450000,是
9889654,INCHN,102000,300000,是
9889654,AEJEA,102000,500000,是
9889654,ESBCN,102000,350000,是
9889654,GBFXT,102000,400000,是
9889654,BEANR,102000,500000,是
9889654,FRMRS,102000,350000,是
9889654,ITNAP,102000,300000,是
